_id,question.text.fa
9024,چند نفر باهم شريک شدند که تجارت کنند، يکى از آن‌ها فوت مى‌کند و ساير شرکا مقدار اموال شرکتى را تعيين کردند و مال، چندين برابر شده است و مى‌خواهند شرکت را به هم بزنند، آيا بايد به ورثه‌ى متوفّى سهم روز فوت پدرشان را بدهند يا روزى که شرکت به هم مى‌خورد؟
9025,به نظر حضرتعالى نحوه‌ى تقسيم ملکى چگونه است؟
9026,اين که در رساله بيان شده: «اگر کسى با ديگرى شريک است و خمس منافع خود را بدهد و شريک او ندهد، براى تصرّف در آن مال بايد از حاکم شرع اجازه بگيرد»، آيا همين حکم در زکات هم هست؟
9027,چند نفر شريک، ملک و زمين خود را تقسيم مى‌کنند، ولى بعضى از شرکا غايب بوده‌اند و از جانب آن‌ها تقسيم فضولى مى‌نمايند. پس از حضور غايبين، آن‌ها اظهار مى‌کنند به اين تقسيم فضولى راضى نيستند. آيا آن بعض غايب حقّ دارند حصّه‌ى خود را با نفرهاى حاضر دوباره تقسيم نمايند؟
9028,شرکت تعاونى، قبل از آن که اجناسى بدهد، مبلغ ده‌هزار تومان به عنوان حقّ عضويّت مى‌گيرد. آيا شرعا اشکالى ندارد و آيا به اين مبلغ خمس تعلّق مى‌گيرد؟
9029,آيا مى‌توان هنگام تقسيم ملک مشاعى که قسمتى از آن مرغوب‌تر و با ارزش‌تر از  قسمت ديگر مى‌باشد، تنها ملاحظه‌ى مساحت را نمود؟
9030,ديوارى است به طور مشاع، خواستم جهت امنيّت منزل بر روى آن ديوارى احداث نمايم. صاحب ديوار مشاع از اين کار جلوگيرى مى‌کند و ابراز مى‌دارد که کشيدن ديوار باعث کاسته شدن قيمت خانه‌اش مى‌شود، آيا رضايت همسايه لازم است و در صورتى که اصلاً رضايت ندهد، براى جلوگيرى از ضررهاى احتمالى مى‌توانم ديوار بکشم؟
9031,تصرف در ديوارى که مال دو نفر است توسط يکى از شرکاء تا چه حد مشروع است؟ آيا ساخت و ساز، گذاشتن تيرآهن روى آن، لباس انداختن، ميخ کوفتن و... هم بايد با رضايت شريک انجام شود؟ و بدون رضايت او چه حکمى خواهد داشت؟
9032,حساب‌هاى مشارکتى که بانک‌ها باز مى‌کنند که در اصطلاح اشخاص سرمايه‌گذارى مى‌کنند و بانک هم در سال به ايشان سهم‌الشّرکه مى‌پردازد، آيا گرفتن اين سهم‌الشّرکة جايز مى‌باشد؟
9033,اينجانب چهار سال پيش در نظر داشتم با مشارکت چند نفر ديگر کارخانه‌اى تأسيس کنم. به همين منظور با استقراض از بانک و... مقدارى مصالح ساختمانى خريدارى کرده و مبالغى نيز بابت انباردارى و سود بانکى پرداخت نموده‌ام. امّا چون شرکايم از پرداخت حقّ‌السّهم خويش خوددارى نمودند. لذا از احداث کارخانه منصرف شده‌ام. با توجّه به نرخ تورّم و کاهش ارزش پول در طول چهار سال گذشته، چه مبلغ سود براى اين مدّت در نظر بگيرم؟
9034,روستايى با اراضى وسيع کشاورزى، داراى يک رشته قنات بسيار قديمى  مى‌باشد. در رژيم سابق نصف اراضى از اين قنات به شصت نفر زراع صاحب نسق واگذار گرديد و نصف ديگر متعلّق به چندين نفر خرده مالک مى‌باشد. در گذشته، به علّت جريان سيل، قسمت بالاى قنات تخريب شد و فعلاً آب کافى ندارد. عدّه‌اى از کشاورزان و خرده مالکين قصد احيا و لاى‌روبى قنات را دارند، ولى تعدادى از شرکاء با اين کار موافق نيستند. آيا مخالفين احيا و لاى‌روبى مى‌توانند مانع شوند و حقّ عدم همکارى با ساير شرکاء را دارند؟
9035,چهار نفر در خانه‌اى شريک‌اند و سه نفر از آن‌ها مى‌خواهند خانه را بفروشند و يک نفر مى‌گويد: نه حاضر به خريد هستم و نه حاضر به فروشم. تکليف چيست؟
9036,زمينى را دو نفر شريک بودند و بعد از سؤال فهميدند که اين زمين داخل طرح براى خيابان نيست و آن را تقسيم کردند. بعدا سهم يکى از آن‌ها تماما داخل خيابان شده است، آيا اين تقسيم صحيح است؟
9037,زمينى در دامنه‌ى کوهى واقع شده است که ساکنين دو محله به نحو شراکت از آن زمين جهت علوفه‌ى حيوانات و مراتع استفاده مى‌کنند و بعدا مورد نزاع شده که يکى از آن دو مى‌گويند چون ما از آن زمين محافظت مى‌کنيم با استخدام اجير و موانع آن را برطرف مى‌کنيم و خسارت‌هاى آن را متحمّل مى‌شويم، پس ما احقّ به آن هستيم،  حکم شرعى چيست؟
9038,پس از تقسيم زمين شريکى ميان دو شريک، در قسمت يکى آب واقع شده و در قسمت ديگر آب واقع نشده است و پس از آمدن سيل بر عکس شده و در زمين دوّمى آب واقع شده است. آيا اين آب ملک دوّمى است؟
9039,اگر دو نفر در امر تجارت يا... شريک باشند و پس از مدتى يکى از آن دو بميرد، آيا شراکت تمام شده تلقى مى‌شود يا ورثه ميّت شريک محسوب مى‌شوند؟
9040,در بازى‌هاى رايانه‌اى که دو نفره بازى مى‌کنند، اجرت رايانه چه طور بايد پرداخت شود؟
9041,هبه به چه معنا است؟
9042,فرق بين هبه و صدقه چيست؟
9043,ذى‌رحم دقيقا چه کسانى را شامل مى‌شود؟
9044,لطفا کليه شرايطى که در هبه لازم است را بيان فرماييد؟
9045,اگر ميّت در وصيّت‌نامه‌ى خود گفته است فلان شى‌ء را به کسى بخشيده‌ام، در حالى‌که فردى که به او هبه شده خبر نداشته و اکنون هم شک دارد که به او اين مطلب را گفته است يا نه، آيا آن فرد مالک آن چيز مى‌شود؟
9046,اين که فرموده‌ايد در هبه قبض معتبر است، منظور و مراد از قبض چيست و آيا در قبض منزل، گرفتن کليد خانه کافى است يا سکونت در آن لازم است؟
9047,اگر کسى يکصد هزار تومان به ديگرى هبه کرد، به شرط اين که يک سال بعد دويست هزار تومان بدهد، آيا اين شرط درست است؟
9048,در هبه‌ى به ذى‌رحم در صورتى که عوض شرط شده باشد و فردى که به او هبه شده به شرط عمل نکند و مال عوض شرط شده را نداده باشد، آيا واهب مى‌تواند بعد از گذشت چند سال شى‌ء بخشيده شده را استرداد کند؟
9049,در هبه‌اى‌که شرط عوض شده است، آيا فرقى بين ذى‌رحم و غير ذى‌رحم است؟
9050,اگر شخصى در زمان حيات خود به اين عبارت مرقوم کرده باشد (برادرجان راجع به ملک که نوشته بوديد، من به شما واگذار نمودم، احدى حقّ دخالت ندارد و هيچ‌کس حقّ ندارد شما را اذيّت کند). آيا ورثه بعد از فوت آن شخص مى‌توانند ادّعا  کنند که حقّ وراثت در ملک مزبور را دارند؟
9051,شخصى ملک و زمين خود را به نفر ديگر هبه مى‌کند و مى‌گويد: مشروط بر اين که تا زنده‌ام اختيار آن را داشته باشم، آيا اين هبه نافذ و آن شرط لازم است؟
